Id_mun_agee,NOM_MUN,tasa_mortalidad_20_1,tasa_mortalidad_20_2,tasa_mortalidad_21_1,tasa_mortalidad_21_2,dens_pobl_norm,mortalidad_norm_20_1,mortalidad_norm_20_2,mortalidad_norm_21_1,mortalidad_norm_21_2,pobreza_norm
30102,Martínez de la Torre,96.47011,57.88207,63.39465,142.40826,0.01492,0.45731,0.26056,0.19014,0.578,0.54705
30108,Minatitlán,145.74239,99.464,95.31967,189.94861,0.00341,0.69328,0.44775,0.2859,0.7723,0.42013
30118,Orizaba,81.18069,168.85584,116.08839,113.65297,0.24967,0.38409,0.76012,0.34819,0.46048,0.29212
30124,Papantla,40.02251,51.9042,52.52955,84.42249,0.00577,0.18698,0.23365,0.15755,0.34102,0.70241
30131,Poza Rica de Hidalgo,118.76046,143.5682,130.37259,125.62217,0.16785,0.56406,0.64629,0.39103,0.5094,0.48468
30141,San Andrés Tuxtla,76.34152,29.55156,59.10311,169.92144,0.00918,0.36091,0.13303,0.17727,0.69045,0.80744
30160,Álamo Temapache,34.4924,50.34026,33.56018,97.88384,0.0043,0.16049,0.22661,0.10066,0.39604,0.63348
30189,Tuxpan,71.79819,124.19146,68.56404,106.08021,0.00864,0.33915,0.55906,0.20565,0.42953,0.43545
30193,Veracruz,126.31565,76.57989,65.71049,92.884,0.13931,0.60024,0.34473,0.19709,0.3756,0.3884
31041,Kanasín,47.9079,29.59018,45.08979,64.81658,0.07865,0.22474,0.1332,0.13524,0.26089,0.4256
31050,Mérida,64.11229,90.84249,112.7492,105.21249,0.06361,0.30234,0.40894,0.33817,0.42599,0.22101
32010,Fresnillo,29.5179,146.75802,69.01369,60.28304,0.00221,0.13667,0.66065,0.207,0.24236,0.37856
32017,Guadalupe,8.02871,145.93369,76.03665,26.44753,0.01426,0.03375,0.65694,0.22806,0.10408,0.20131
32056,Zacatecas,24.73146,219.9095,124.32573,41.44191,0.01877,0.11375,0.98995,0.3729,0.16536,0.19584
