Lat_Decimal,Lon_Decimal,Altitud,Id_mun_agee,NOM_MUN,total_muertes,total_muertes_21,dens_pobl,POBTOT,tasa_mortalidad,tasa_mortalidad_21,pobreza,lat_norm,lon_norm,alt_norm,dens_pobl_norm,mortalidad_norm,pobreza_norm,mortalidad_norm_21,membresias
18.881974,-99.177198,1353,17011,Jiutepec,7,57,3845.66071,215357,3.25042,26.46768,42.7,0.57847,0.847273986,0.48669,0.21856,0.00127,0.44066,0.01051,1
18.845273,-99.224143,1238,17018,Temixco,21,93,1187.01942,122263,17.17609,76.06553,61.5,0.57735,0.847675038,0.44532,0.06746,0.0067,0.63467,0.0302,8
18.886062,-99.060754,1212,17029,Yautepec,16,96,550.9375,105780,15.12573,90.7544,55.3,0.5786,0.846279201,0.43597,0.03131,0.0059,0.57069,0.03603,15
21.507413,-104.893799,926,18017,Tepic,550,1087,260.50398,425924,129.13102,255.20985,21.6,0.6589,0.896111091,0.33309,0.01481,0.05038,0.22291,0.10132,9
20.80676,-105.247924,60,18020,Bahía de Banderas,191,484,243.36187,187632,101.795,257.95174,29.9,0.63744,0.899136393,0.02158,0.01383,0.03971,0.30857,0.10241,13
25.781294,-100.189228,430,19006,Apodaca,36,35,2746.7113,656464,5.48393,5.33159,14.2,0.78984,0.85591979,0.15468,0.1561,0.00214,0.14654,0.00212,2
25.591008,-100.001594,328,19009,Cadereyta Jiménez,136,200,107.21911,122337,111.16833,163.48284,21.1,0.78401,0.854316827,0.11799,0.00609,0.04337,0.21775,0.0649,9
25.932228,-100.364122,487,19010,El Carmen,1,0,1024.29412,104478,0.95714,0,28.4,0.79446,0.857413915,0.17518,0.05821,0.00037,0.29309,0,13
25.800492,-100.585469,695,19018,García,78,0,384.88857,397205,19.63722,0,22.6,0.79043,0.85930489,0.25,0.02187,0.00766,0.23323,0,9
25.665169,-100.402467,627,19019,San Pedro Garza García,14,51,1861.53521,132169,10.5925,38.58696,5.5,0.78628,0.857741498,0.22554,0.1058,0.00413,0.05676,0.01532,2
25.807986,-100.322642,503,19021,General Escobedo,2,5,3186.84106,481213,0.41562,1.03904,25,0.79066,0.85705955,0.18094,0.18112,0.00016,0.258,0.00041,2
25.896978,-100.108247,356,19025,General Zuazua,9,18,555.15761,102149,8.81066,17.62132,23.8,0.79338,0.855227967,0.12806,0.03155,0.00344,0.24561,0.007,9
25.677325,-100.259897,495,19026,Guadalupe,212,357,5450.36441,643143,32.96312,55.50865,15.8,0.78665,0.856523518,0.17806,0.30976,0.01286,0.16305,0.02204,2
25.646225,-100.090881,372,19031,Juárez,0,0,1909,471523,0,0,24.4,0.7857,0.855079609,0.13381,0.10849,0,0.25181,0,9
25.664697,-100.310892,536,19039,Monterrey,8070,9355,3516.90462,1142994,706.04045,818.46449,19.2,0.78627,0.85695917,0.19281,0.19988,0.27545,0.19814,0.32494,2
25.783258,-100.053678,333,19041,Pesquería,4,0,477.74757,147624,2.70959,0,23.5,0.7899,0.854761782,0.11978,0.02715,0.00106,0.24252,0,9
25.755253,-100.289586,493,19046,San Nicolás de los Garza,352,507,6869.98333,412199,85.39565,122.99884,10.8,0.78904,0.856777152,0.17734,0.39044,0.03332,0.11146,0.04883,2
25.674364,-100.461747,683,19048,Santa Catarina,1,0,334.41266,306322,0.32645,0,16.5,0.78656,0.858247929,0.24568,0.01901,0.00013,0.17028,0,9
16.433308,-95.021633,18,20043,Juchitán de Zaragoza,123,397,124.6652,113570,108.30325,349.56415,50.9,0.50345,0.81177286,0.00647,0.00709,0.04225,0.52528,0.13878,14
17.059993,-96.72545,1542,20067,Oaxaca de Juárez,1295,1847,3044.4382,270955,477.93914,681.66301,34,0.52265,0.826328624,0.55468,0.17302,0.18646,0.35088,0.27062,1
18.081165,-96.118482,17,20184,San Juan Bautista Tuxtepec,361,420,181.81528,159452,226.40042,263.40215,53.4,0.55394,0.821143277,0.00612,0.01033,0.08833,0.55108,0.10457,14
17.027281,-96.734358,1531,20385,Santa Cruz Xoxocotlán,12,21,2281.86364,100402,11.95195,20.91592,48.2,0.52165,0.826404725,0.55072,0.12968,0.00466,0.49742,0.0083,12
19.044613,-98.044917,2309,21015,Amozoc,6,10,932.41481,125876,4.7666,7.94433,62.1,0.58345,0.837600873,0.83058,0.05299,0.00186,0.64087,0.00315,8
18.908848,-98.434168,1835,21019,Atlixco,205,556,483.93515,141793,144.57695,392.12091,61.3,0.57929,0.840926256,0.66007,0.0275,0.05641,0.63261,0.15567,8
19.089347,-98.27331,2151,21041,Cuautlancingo,16,20,3616.71053,137435,11.64187,14.55233,35.9,0.58482,0.839552041,0.77374,0.20555,0.00454,0.37049,0.00578,1
20.174698,-98.05134,1527,21071,Huauchinango,48,152,414.12749,103946,46.17782,146.22977,68.4,0.61808,0.837655744,0.54928,0.02354,0.01802,0.70588,0.05805,6
19.04399,-98.197495,2141,21114,Puebla,5504,8004,3093.56673,1692181,325.26071,472.99905,41.4,0.58343,0.838904351,0.77014,0.17582,0.1269,0.42724,0.18778,1
19.050944,-98.300656,2140,21119,San Andrés Cholula,208,317,2617.76271,154448,134.67316,205.24707,49.7,0.58365,0.839785659,0.76978,0.14878,0.05254,0.5129,0.08148,10
19.282908,-98.435516,2252,21132,San Martín Texmelucan,96,112,1730.42222,155738,61.64199,71.91565,65.3,0.59075,0.840937772,0.81007,0.09834,0.02405,0.67389,0.02855,11
19.062484,-98.307506,2160,21140,San Pedro Cholula,43,50,1797.83117,138433,31.06196,36.11856,49.4,0.584,0.839844179,0.77698,0.10218,0.01212,0.5098,0.01434,12
18.462184,-97.391999,1628,21156,Tehuacán,654,906,591.88427,327312,199.80936,276.80012,57.2,0.56561,0.832022973,0.58561,0.03364,0.07795,0.5903,0.10989,15
19.817991,-97.360878,1939,21174,Teziutlán,389,597,1113.7957,103583,375.54425,576.3494,51.1,0.60715,0.831757105,0.69748,0.0633,0.14651,0.52735,0.22881,12
20.552436,-100.445883,1811,22006,Corregidora,24,46,904.54043,212567,11.29056,21.64024,18.4,0.62965,0.858112402,0.65144,0.05141,0.0044,0.18989,0.00859,9
20.60657,-100.331097,1865,22011,El Marqués,837,1404,310.54692,231668,361.29288,606.03968,34,0.63131,0.857131782,0.67086,0.01765,0.14095,0.35088,0.2406,4
20.593391,-100.389957,1831,22014,Querétaro,1498,2248,1534.7617,1049777,142.69697,214.14072,24.7,0.6309,0.857634625,0.65863,0.08722,0.05567,0.2549,0.08502,9
20.386441,-99.999632,1921,22016,San Juan del Río,381,812,386.25681,297804,127.9365,272.66256,33.3,0.62456,0.854300066,0.69101,0.02195,0.04991,0.34365,0.10825,4
18.493889,-88.297899,2,23004,Othón P. Blanco,452,466,14.64419,233648,193.4534,199.44532,43.8,0.56658,0.754331785,0.00072,0.00083,0.07547,0.45201,0.07918,7
21.161416,-86.824811,5,23005,Benito Juárez,1671,1614,433.84246,911503,183.32359,177.07018,37.9,0.6483,0.741747147,0.0018,0.02466,0.07152,0.39112,0.0703,4
20.628143,-87.0755,9,23008,Solidaridad,322,338,185.44444,333800,96.46495,101.25824,37.3,0.63197,0.743888791,0.00324,0.01054,0.03763,0.38493,0.0402,4
21.986537,-99.018721,81,24013,Ciudad Valles,356,534,73.99794,179371,198.47132,297.70699,43.3,0.67358,0.845920111,0.02914,0.00421,0.07743,0.44685,0.11819,7
23.646359,-100.644198,1577,24020,Matehuala,97,149,78.49386,102199,94.91287,145.79399,37.2,0.72443,0.859806614,0.56727,0.00446,0.03703,0.3839,0.05788,4
22.151655,-100.976958,1865,24028,San Luis Potosí,2290,2087,615.32254,911908,251.12182,228.86081,20.3,0.67864,0.862649393,0.67086,0.03497,0.09797,0.20949,0.09086,9
22.187881,-100.937274,1850,24035,Soledad de Graciano Sánchez,798,799,1088.76066,332072,240.30933,240.61047,22.6,0.67975,0.862310371,0.66547,0.06188,0.09375,0.23323,0.09552,9
25.783417,-108.994343,8,25001,Ahome,871,854,114.97121,459310,189.63227,185.93107,27.7,0.7899,0.93114217,0.00288,0.00653,0.07398,0.28586,0.07382,13
24.808808,-107.393756,57,25006,Culiacán,1941,1990,159.16416,1003530,193.41724,198.3,23,0.76005,0.917468304,0.0205,0.00905,0.07546,0.23736,0.07873,9
25.565547,-108.471818,20,25011,Guasave,539,473,98.49217,289370,186.26672,163.45855,35,0.78323,0.926678222,0.00719,0.0056,0.07267,0.3612,0.06489,4
23.200316,-106.422221,10,25012,Mazatlán,1045,1136,197.96328,501441,208.39939,226.54709,20.9,0.71077,0.90916845,0.0036,0.01125,0.0813,0.21569,0.08994,9
24.767219,-107.69676,12,25018,Navolato,261,191,63.9734,149122,175.02448,128.08305,35.2,0.75877,0.920056877,0.00432,0.00364,0.06828,0.36326,0.05085,4
27.496489,-109.932716,35,26018,Cajeme,1314,1279,89.51682,436484,301.04196,293.02334,28.9,0.84239,0.939158721,0.01259,0.00509,0.11745,0.29825,0.11633,13
27.923249,-110.889445,1,26029,Guaymas,333,321,19.72871,156863,212.28716,204.63717,32.4,0.85546,0.947332088,0.00036,0.00112,0.08282,0.33437,0.08124,4
29.074892,-110.958464,200,26030,Hermosillo,2334,1746,55.22047,936263,249.28893,186.48606,22.4,0.89074,0.947921719,0.07194,0.00314,0.09726,0.23117,0.07404,9
27.081598,-109.445546,40,26042,Navojoa,294,304,58.52154,164387,178.84626,184.92947,38.9,0.82968,0.934996812,0.01439,0.00333,0.06978,0.40144,0.07342,4
31.325903,-110.945745,1186,26043,Nogales,661,337,150.7012,264782,249.63933,127.27451,29.5,0.95971,0.94781306,0.42662,0.00856,0.09739,0.30444,0.05053,13
32.479831,-114.779624,40,26055,San Luis Río Colorado,534,364,22.41985,199021,268.31339,182.89527,41.4,0.99506,0.980566012,0.01439,0.00127,0.10468,0.42724,0.07261,7
17.98943,-93.376856,19,27002,Cárdenas,255,161,118.7062,243229,104.83947,66.19276,56.1,0.55113,0.797721478,0.00683,0.00675,0.0409,0.57895,0.02628,15
18.530111,-92.652187,1,27003,Centla,40,53,40.00408,107731,37.12952,49.19661,76.8,0.56769,0.791530607,0.00036,0.00227,0.01449,0.79257,0.01953,6
17.987838,-92.919416,11,27004,Centro,3115,2198,397.90861,683607,455.67117,321.52977,35.8,0.55108,0.793813553,0.00396,0.02261,0.17778,0.36945,0.12765,4
18.266048,-93.225017,8,27005,Comalcalco,215,202,279.78776,214877,100.05724,94.00727,54.9,0.5596,0.796424312,0.00288,0.0159,0.03904,0.56656,0.03732,15
18.065363,-93.1743,11,27006,Cunduacán,28,40,229.14357,137257,20.39969,29.14241,60.3,0.55345,0.795991035,0.00396,0.01302,0.00796,0.62229,0.01157,8
17.835174,-93.390769,26,27008,Huimanguillo,70,69,70.22995,190885,36.67129,36.14742,62.1,0.5464,0.797840337,0.00935,0.00399,0.01431,0.64087,0.01435,8
17.756431,-92.594071,7,27012,Macuspana,121,95,65.29477,158601,76.29208,59.89874,69.3,0.54399,0.79103412,0.00252,0.00371,0.02976,0.71517,0.02378,6
18.168857,-93.020043,12,27013,Nacajuca,27,29,275.77982,150300,17.96407,19.29474,48.2,0.55662,0.794673213,0.00432,0.01567,0.00701,0.49742,0.00766,14
22.391553,-97.936687,10,28003,Altamira,218,289,162.32852,269790,80.80359,107.12035,42.1,0.68599,0.83667626,0.0036,0.00923,0.03152,0.43447,0.04253,7
22.246279,-97.837,15,28009,Ciudad Madero,708,603,4290.27083,205933,343.80114,292.81368,23.4,0.68154,0.835824631,0.0054,0.24383,0.13413,0.24149,0.11625,2
22.743999,-98.971718,90,28021,El Mante,179,275,64.84056,106144,168.63883,259.082,39.7,0.69679,0.845518563,0.03237,0.00369,0.06579,0.4097,0.10286,7
25.879915,-97.504823,10,28022,Matamoros,694,592,116.9823,541979,128.04924,109.22932,34.6,0.79286,0.832986832,0.0036,0.00665,0.04996,0.35707,0.04336,4
27.486291,-99.508493,126,28027,Nuevo Laredo,593,587,347.26961,425058,139.51037,138.0988,33.6,0.84207,0.850104249,0.04532,0.01974,0.05443,0.34675,0.05483,4
26.09235,-98.278129,34,28032,Reynosa,1018,905,223.94884,704767,144.4449,128.41123,27.9,0.79937,0.83959321,0.01223,0.01273,0.05635,0.28793,0.05098,13
25.980996,-98.090138,27,28033,Río Bravo,91,64,83.63889,132484,68.68754,48.30772,45.7,0.79596,0.837987197,0.00971,0.00475,0.0268,0.47162,0.01918,7
22.21606,-97.858387,9,28038,Tampico,601,511,2587.49565,297562,201.97471,171.72892,28.8,0.68061,0.836007341,0.00324,0.14705,0.0788,0.29721,0.06818,1
23.731053,-99.15125,322,28041,Victoria,474,601,238.85792,349688,135.5494,171.86749,33.4,0.72703,0.847052311,0.11583,0.01357,0.05288,0.34469,0.06823,4
19.105439,-96.106651,11,30028,Boca del Río,306,435,3803.94737,144550,211.69146,300.93393,35.1,0.58532,0.821042204,0.00396,0.21619,0.08259,0.36223,0.11947,1
18.137883,-94.453001,19,30039,Coatzacoalcos,962,1006,995.82692,310698,309.62542,323.78709,43.5,0.55567,0.806915019,0.00683,0.0566,0.1208,0.44892,0.12855,7
18.894384,-96.935349,872,30044,Córdoba,417,304,1279.50625,204721,203.69185,148.49478,47.4,0.57885,0.828121798,0.31367,0.07272,0.07947,0.48916,0.05895,12
17.998595,-94.635694,48,30048,Cosoleacaque,45,48,472.57401,130903,34.3766,36.66837,53.2,0.55141,0.808475771,0.01727,0.02686,0.01341,0.54902,0.01456,14
19.527085,-96.922645,1393,30087,Xalapa,931,1265,3939.76613,488531,190.57133,258.93956,38.3,0.59823,0.828013267,0.50108,0.22391,0.07435,0.39525,0.1028,1
20.073388,-97.05384,81,30102,Martínez de la Torre,137,185,270.75124,108842,125.87053,169.97115,55.5,0.61497,0.82913407,0.02914,0.01539,0.04911,0.57276,0.06748,15
17.990978,-94.548444,18,30108,Minatitlán,704,692,68.35505,144776,486.26844,477.97978,43.9,0.55117,0.807730392,0.00647,0.00388,0.18971,0.45304,0.18976,7
18.850961,-97.098914,1219,30118,Orizaba,853,867,4399.35714,123182,692.4713,703.8366,32.2,0.57752,0.829519139,0.43849,0.25003,0.27016,0.3323,0.27943,1
20.446733,-97.322749,170,30124,Papantla,17,41,109.8283,159910,10.63098,25.63942,69.7,0.62641,0.831431368,0.06115,0.00624,0.00415,0.7193,0.01018,6
20.534088,-97.443567,50,30131,Poza Rica de Hidalgo,953,1104,2960.26562,189457,503.01652,582.71798,49.8,0.62909,0.83246352,0.01799,0.16824,0.19625,0.51393,0.23134,10
18.448668,-95.212571,299,30141,San Andrés Tuxtla,79,294,169.72623,162428,48.63693,181.00328,79.3,0.5652,0.81340405,0.10755,0.00965,0.01898,0.81837,0.07186,6
20.917143,-97.675531,19,30160,Álamo Temapache,22,33,84.00157,107270,20.509,30.76349,63.4,0.64082,0.834445196,0.00683,0.00477,0.008,0.65428,0.01221,8
20.964297,-97.403927,20,30189,Tuxpan,439,612,160.37344,154600,283.9586,395.86028,45.3,0.64227,0.832124874,0.00719,0.00911,0.11078,0.46749,0.15716,7
19.190323,-96.153028,8,30193,Veracruz,2095,1863,2458.33603,607209,345.02124,306.81363,41,0.58792,0.821438404,0.00288,0.13971,0.13461,0.42312,0.12181,1
20.93464,-89.558059,9,31041,Kanasín,4,15,1391.55882,141939,2.81811,10.56792,44.4,0.64136,0.765097372,0.00324,0.07909,0.0011,0.4582,0.0042,12
20.967537,-89.624392,10,31050,Mérida,2595,3333,1126.98641,995129,260.77021,334.93145,25.7,0.64236,0.765664057,0.0036,0.06405,0.10174,0.26522,0.13297,13
23.174895,-102.868229,2180,32010,Fresnillo,517,401,47.23723,240532,214.94022,166.71378,40.1,0.70999,0.878806582,0.78417,0.00268,0.08386,0.41383,0.06619,7
22.746782,-102.518802,2279,32017,Guadalupe,274,192,259.16769,211740,129.40399,90.67725,23.9,0.69687,0.875821416,0.81978,0.01473,0.05049,0.24665,0.036,9
22.776096,-102.571836,2427,32056,Zacatecas,485,274,338.47738,149607,324.18269,183.14651,23.4,0.69777,0.876274487,0.87302,0.01924,0.12648,0.24149,0.07271,9
